session_date,operative_id,zone,hours_worked,lines_picked,units_picked,mispicks
2025-07-16,OP-033,Ambient Pick,7.63,694,2346,5
2025-07-16,OP-034,Chilled Pick,8.28,494,1231,4
2025-07-16,OP-035,Ambient Pick,6.69,531,1109,3
2025-07-16,OP-036,Ambient Pick,3.09,315,853,1
2025-07-16,OP-036,Chilled Pick,4.19,353,1027,3
2025-07-16,OP-037,Ambient Pick,7.42,633,1659,6
2025-07-16,OP-038,Ambient Pick,0.71,49,117,0
2025-07-16,OP-038,Bulk,6.05,225,435,0
2025-07-16,OP-040,Returns,8.05,386,707,2
2025-07-16,OP-041,Chilled Pick,4.16,111,300,0
2025-07-16,OP-041,Bulk,4.28,81,151,2
2025-07-16,OP-042,Bulk,7.62,333,1070,0
2025-07-16,OP-044,Bulk,7.84,240,501,0
2025-07-16,OP-046,Returns,1.47,48,132,0
2025-07-16,OP-046,Bulk,5.44,184,541,0
2025-07-16,OP-048,Returns,7.13,250,818,4
2025-07-17,OP-001,Chilled Pick,6.11,397,1273,3
2025-07-17,OP-001,Bulk,1.98,95,232,0
2025-07-17,OP-004,Returns,5.43,192,368,2
2025-07-17,OP-009,Ambient Pick,7.04,560,1035,10
2025-07-17,OP-012,Ambient Pick,7.69,731,2355,5
2025-07-17,OP-017,Bulk,7.08,328,1039,0
2025-07-17,OP-018,Ambient Pick,7.62,687,2301,1
2025-07-17,OP-019,Returns,7.96,270,889,0
2025-07-17,OP-020,Ambient Pick,7.56,579,1899,2
2025-07-17,OP-022,Returns,7.85,234,532,2
2025-07-17,OP-025,Chilled Pick,8.64,526,1408,1
2025-07-17,OP-026,Ambient Pick,7.93,800,2406,2
2025-07-17,OP-027,Chilled Pick,6.9,439,1456,1
2025-07-17,OP-028,Chilled Pick,9.44,575,1613,3
2025-07-17,OP-029,Chilled Pick,3.55,246,625,1
2025-07-17,OP-029,Ambient Pick,3.71,319,552,3
2025-07-17,OP-031,Ambient Pick,5.85,232,671,2
2025-07-17,OP-031,Bulk,2.5,67,113,2
2025-07-17,OP-032,Ambient Pick,7.14,679,1397,2
2025-07-17,OP-033,Ambient Pick,6.7,536,1128,1
2025-07-17,OP-035,Returns,7.79,273,489,2
2025-07-17,OP-036,Returns,7.49,357,895,3
2025-07-17,OP-037,Ambient Pick,7.64,579,987,2
2025-07-17,OP-038,Ambient Pick,1.37,94,193,2
2025-07-17,OP-038,Chilled Pick,5.62,315,794,2
2025-07-17,OP-040,Returns,7.6,287,546,9
2025-07-17,OP-041,Chilled Pick,7.54,216,466,3
2025-07-17,OP-042,Returns,7.02,252,487,4
2025-07-17,OP-046,Ambient Pick,6.85,535,1290,5
2025-07-17,OP-048,Ambient Pick,6.78,412,1131,7
2025-07-18,OP-001,Ambient Pick,6.51,551,1079,2
2025-07-18,OP-002,Ambient Pick,8.04,697,1492,4
2025-07-18,OP-004,Returns,7.36,284,708,2
2025-07-18,OP-005,Ambient Pick,6.97,650,1246,7
2025-07-18,OP-007,Bulk,7.01,251,524,4
2025-07-18,OP-009,Ambient Pick,8.14,552,1517,2
2025-07-18,OP-010,Bulk,6.64,355,763,1
2025-07-18,OP-012,Bulk,7.74,419,1285,4
2025-07-18,OP-013,Chilled Pick,7.78,518,1066,1
2025-07-18,OP-019,Ambient Pick,6.66,559,1564,0
2025-07-18,OP-020,Bulk,7.14,292,859,1
2025-07-18,OP-020,Chilled Pick,0.84,52,169,0
2025-07-18,OP-021,Bulk,2.41,115,308,0
2025-07-18,OP-021,Chilled Pick,5.88,383,1238,3
2025-07-18,OP-022,Returns,7.47,209,352,0
2025-07-18,OP-025,Bulk,7.5,392,1295,1
2025-07-18,OP-026,Ambient Pick,1.2,102,196,1
2025-07-18,OP-026,Returns,6.82,268,850,2
2025-07-18,OP-027,Ambient Pick,1.95,171,306,0
2025-07-18,OP-027,Chilled Pick,5.47,324,783,1
2025-07-18,OP-028,Bulk,7.17,322,636,1
2025-07-18,OP-029,Ambient Pick,5.79,483,1307,4
2025-07-18,OP-029,Bulk,0.83,34,114,0
2025-07-18,OP-031,Bulk,8.12,206,451,1
2025-07-18,OP-032,Ambient Pick,7.49,758,2506,7
2025-07-18,OP-033,Ambient Pick,7.82,619,1003,1
2025-07-18,OP-034,Chilled Pick,7.8,482,988,2
2025-07-18,OP-035,Ambient Pick,7.35,636,1834,5
2025-07-18,OP-036,Ambient Pick,6.87,629,1573,0
2025-07-18,OP-037,Bulk,7.35,318,1041,0
2025-07-18,OP-040,Bulk,7.42,414,1341,5
2025-07-18,OP-042,Bulk,8.91,373,1084,1
2025-07-18,OP-046,Ambient Pick,3.05,226,496,3
2025-07-18,OP-046,Bulk,3.9,146,327,1
2025-07-18,OP-048,Bulk,3.03,110,347,1
2025-07-18,OP-048,Ambient Pick,4.14,308,621,2
2025-07-19,OP-001,Bulk,3.6,179,570,1
2025-07-19,OP-001,Chilled Pick,3.92,244,779,0
2025-07-19,OP-002,Returns,7.15,252,504,1
2025-07-19,OP-004,Ambient Pick,7.43,622,1496,2
2025-07-19,OP-005,Ambient Pick,6.45,530,1042,3
2025-07-19,OP-007,Ambient Pick,3.49,179,488,0
2025-07-19,OP-007,Bulk,4.22,125,422,0
2025-07-19,OP-009,Ambient Pick,7.27,466,1394,3
2025-07-19,OP-010,Chilled Pick,8.26,518,1402,1
2025-07-19,OP-012,Chilled Pick,7.82,519,1671,3
2025-07-19,OP-013,Chilled Pick,7.58,466,1533,2
2025-07-19,OP-017,Ambient Pick,1.35,107,176,0
2025-07-19,OP-017,Chilled Pick,6.34,422,680,3
2025-07-19,OP-018,Bulk,0.75,36,58,0
2025-07-19,OP-018,Ambient Pick,6.12,539,1405,2
2025-07-19,OP-019,Bulk,8.08,354,858,3
2025-07-19,OP-020,Chilled Pick,7.4,375,1135,3
2025-07-19,OP-021,Ambient Pick,7.66,690,2297,4
2025-07-19,OP-022,Ambient Pick,6.97,544,1579,5
2025-07-19,OP-025,Chilled Pick,6.3,389,1321,2
2025-07-19,OP-025,Returns,0.92,37,89,0
2025-07-19,OP-026,Bulk,6.43,297,673,0
2025-07-19,OP-027,Ambient Pick,4.47,362,624,1
2025-07-19,OP-027,Bulk,3.3,137,222,1
2025-07-19,OP-028,Chilled Pick,7.86,492,844,3
2025-07-19,OP-029,Bulk,7.0,312,586,2
2025-07-19,OP-031,Chilled Pick,7.17,251,455,3
2025-07-19,OP-031,Bulk,0.58,14,36,0
2025-07-19,OP-032,Ambient Pick,6.89,557,1042,1
2025-07-19,OP-033,Ambient Pick,4.33,388,1231,1
2025-07-19,OP-033,Chilled Pick,3.61,252,765,3
2025-07-19,OP-034,Ambient Pick,6.77,494,962,2
2025-07-19,OP-035,Chilled Pick,7.9,557,1170,7
2025-07-19,OP-036,Bulk,8.07,456,1091,0
2025-07-19,OP-038,Chilled Pick,6.96,361,610,4
2025-07-19,OP-040,Ambient Pick,1.48,139,334,2
2025-07-19,OP-040,Returns,5.25,206,363,5
2025-07-19,OP-046,Returns,7.72,269,441,4
2025-07-19,OP-048,Bulk,7.91,357,1019,1
2025-07-21,OP-001,Chilled Pick,6.65,511,1340,4
2025-07-21,OP-002,Bulk,7.67,427,1196,0
2025-07-21,OP-004,Chilled Pick,7.0,527,1600,4
2025-07-21,OP-004,Ambient Pick,1.15,99,239,0
2025-07-21,OP-005,Chilled Pick,3.64,316,826,4
2025-07-21,OP-005,Bulk,3.72,237,475,0
2025-07-21,OP-007,Ambient Pick,6.37,465,788,5
2025-07-21,OP-009,Chilled Pick,7.69,460,1114,0
2025-07-21,OP-010,Chilled Pick,7.23,522,1226,1
2025-07-21,OP-012,Ambient Pick,7.14,793,2511,2
2025-07-21,OP-013,Ambient Pick,7.53,721,1192,4
2025-07-21,OP-014,Chilled Pick,7.87,303,691,2
2025-07-21,OP-017,Ambient Pick,1.94,185,543,1
2025-07-21,OP-017,Bulk,5.55,279,631,2
2025-07-21,OP-018,Ambient Pick,6.03,590,1733,0
2025-07-21,OP-018,Bulk,1.05,60,187,0
2025-07-21,OP-020,Ambient Pick,7.69,659,1530,1
2025-07-21,OP-021,Ambient Pick,8.49,906,1889,2
2025-07-21,OP-022,Bulk,8.02,355,668,0
2025-07-21,OP-025,Ambient Pick,8.33,877,1709,3
2025-07-21,OP-026,Chilled Pick,7.64,745,2168,1
2025-07-21,OP-028,Ambient Pick,6.68,634,1558,5
2025-07-21,OP-031,Ambient Pick,5.08,270,639,6
2025-07-21,OP-031,Chilled Pick,2.53,107,271,2
2025-07-21,OP-033,Chilled Pick,6.35,521,1037,5
2025-07-21,OP-034,Chilled Pick,7.35,511,1610,1
2025-07-21,OP-035,Returns,0.91,39,85,0
2025-07-21,OP-035,Ambient Pick,5.74,503,898,6
2025-07-21,OP-038,Ambient Pick,7.69,567,1272,2
2025-07-21,OP-040,Bulk,7.88,448,1420,2
2025-07-21,OP-042,Chilled Pick,7.92,520,1738,2
2025-07-21,OP-044,Ambient Pick,7.72,476,1526,1
2025-07-21,OP-046,Ambient Pick,7.47,720,1571,11
2025-07-21,OP-048,Chilled Pick,5.02,351,1021,5
2025-07-21,OP-048,Bulk,2.87,147,331,2
2025-07-22,OP-001,Chilled Pick,7.02,464,1108,3
2025-07-22,OP-002,Ambient Pick,7.7,594,1749,2
2025-07-22,OP-004,Returns,6.29,209,524,0
2025-07-22,OP-004,Ambient Pick,1.08,83,176,1
2025-07-22,OP-005,Ambient Pick,6.85,588,1399,5
2025-07-22,OP-007,Ambient Pick,8.1,498,799,5
2025-07-22,OP-009,Ambient Pick,7.7,514,1374,1
2025-07-22,OP-012,Ambient Pick,0.52,44,136,0
2025-07-22,OP-012,Bulk,7.6,416,1147,4
2025-07-22,OP-013,Bulk,7.94,351,946,1
2025-07-22,OP-014,Bulk,6.98,173,318,1
2025-07-22,OP-017,Ambient Pick,7.94,608,1507,4
2025-07-22,OP-019,Bulk,8.18,388,919,0
2025-07-22,OP-020,Ambient Pick,0.57,45,102,0
2025-07-22,OP-020,Bulk,6.42,324,1072,0
2025-07-22,OP-021,Bulk,7.74,384,1046,2
2025-07-22,OP-022,Bulk,1.8,55,94,0
2025-07-22,OP-022,Ambient Pick,6.75,487,1615,2
2025-07-22,OP-025,Chilled Pick,7.33,505,1520,0
2025-07-22,OP-026,Ambient Pick,7.79,573,1307,2
2025-07-22,OP-027,Chilled Pick,3.99,240,664,3
2025-07-22,OP-027,Ambient Pick,3.55,330,691,0
2025-07-22,OP-029,Ambient Pick,4.64,294,740,1
2025-07-22,OP-029,Chilled Pick,3.51,210,473,1
2025-07-22,OP-031,Returns,7.33,164,388,2
2025-07-22,OP-032,Ambient Pick,7.81,823,2356,0
2025-07-22,OP-033,Bulk,8.51,421,736,2
2025-07-22,OP-034,Bulk,8.16,381,1149,3
2025-07-22,OP-035,Ambient Pick,7.72,613,1891,2
2025-07-22,OP-037,Chilled Pick,7.19,483,816,3
2025-07-22,OP-038,Bulk,7.05,287,635,0
2025-07-22,OP-040,Chilled Pick,7.04,622,2063,7
2025-07-22,OP-041,Chilled Pick,6.09,182,565,0
2025-07-22,OP-041,Bulk,1.17,25,52,0
2025-07-22,OP-042,Chilled Pick,7.46,522,1134,5
2025-07-22,OP-044,Ambient Pick,7.98,400,813,1
2025-07-22,OP-046,Chilled Pick,7.86,407,702,2
2025-07-22,OP-048,Ambient Pick,6.75,545,1608,6
2025-07-23,OP-001,Chilled Pick,6.91,393,1018,2
2025-07-23,OP-001,Ambient Pick,1.01,88,214,0
2025-07-23,OP-002,Ambient Pick,0.56,42,73,0
2025-07-23,OP-002,Chilled Pick,7.07,466,1231,0
2025-07-23,OP-004,Ambient Pick,6.67,508,1222,1
2025-07-23,OP-005,Chilled Pick,1.23,89,209,1
2025-07-23,OP-005,Ambient Pick,6.41,550,1484,3
2025-07-23,OP-007,Ambient Pick,7.61,454,751,3
2025-07-23,OP-009,Chilled Pick,8.34,461,1501,2
2025-07-23,OP-010,Ambient Pick,7.8,628,1206,1
2025-07-23,OP-012,Ambient Pick,7.75,684,1221,1
2025-07-23,OP-013,Ambient Pick,6.88,511,857,3
2025-07-23,OP-014,Ambient Pick,8.54,366,764,5
2025-07-23,OP-017,Ambient Pick,7.8,639,1706,2
2025-07-23,OP-018,Chilled Pick,7.74,589,1650,2
2025-07-23,OP-019,Ambient Pick,7.68,658,1388,4
2025-07-23,OP-020,Chilled Pick,8.97,652,1120,3
2025-07-23,OP-021,Ambient Pick,8.18,793,2204,5
2025-07-23,OP-022,Ambient Pick,7.38,519,1326,4
2025-07-23,OP-026,Ambient Pick,7.36,692,1544,4
2025-07-23,OP-027,Chilled Pick,7.73,445,1405,3
2025-07-23,OP-028,Ambient Pick,6.61,494,1312,2
2025-07-23,OP-028,Bulk,0.99,43,144,1
2025-07-23,OP-031,Chilled Pick,6.98,247,776,5
2025-07-23,OP-032,Bulk,7.59,394,1036,2
2025-07-23,OP-033,Ambient Pick,6.93,587,1147,2
2025-07-23,OP-034,Returns,3.96,142,450,1
2025-07-23,OP-034,Chilled Pick,3.72,227,484,1
2025-07-23,OP-035,Bulk,6.43,293,669,2
2025-07-23,OP-036,Chilled Pick,8.79,679,1249,1
2025-07-23,OP-037,Chilled Pick,4.45,309,606,2
2025-07-23,OP-037,Ambient Pick,2.45,203,532,0
2025-07-23,OP-038,Bulk,4.6,170,359,0
2025-07-23,OP-038,Chilled Pick,2.63,120,273,0
2025-07-23,OP-040,Ambient Pick,7.27,758,2482,4
2025-07-23,OP-041,Bulk,7.55,154,440,1
2025-07-23,OP-044,Ambient Pick,7.51,389,1299,2
2025-07-23,OP-046,Ambient Pick,7.28,522,1078,3
2025-07-24,OP-001,Chilled Pick,7.6,578,1951,4
2025-07-24,OP-005,Bulk,7.71,403,933,1
2025-07-24,OP-007,Ambient Pick,7.37,402,747,4
2025-07-24,OP-009,Chilled Pick,8.1,390,637,0
2025-07-24,OP-012,Ambient Pick,7.4,673,2285,1
2025-07-24,OP-014,Chilled Pick,7.6,232,689,3
2025-07-24,OP-018,Bulk,6.49,326,537,0
2025-07-24,OP-022,Bulk,8.28,319,960,0
2025-07-24,OP-025,Ambient Pick,6.91,552,1831,2
2025-07-24,OP-026,Chilled Pick,4.37,342,979,1
2025-07-24,OP-026,Returns,3.42,138,318,0
2025-07-24,OP-027,Bulk,6.48,311,828,0
2025-07-24,OP-027,Ambient Pick,1.53,115,348,1
2025-07-24,OP-028,Bulk,7.35,334,958,1
2025-07-24,OP-031,Ambient Pick,7.13,346,1090,8
2025-07-24,OP-034,Bulk,7.46,352,877,2
2025-07-24,OP-035,Ambient Pick,8.06,647,1404,9
2025-07-24,OP-036,Ambient Pick,0.6,63,191,2
2025-07-24,OP-036,Bulk,7.66,449,785,2
2025-07-24,OP-037,Bulk,6.49,339,877,1
2025-07-24,OP-038,Chilled Pick,4.19,228,490,2
2025-07-24,OP-038,Bulk,2.44,98,236,1
2025-07-24,OP-040,Ambient Pick,8.43,808,2303,7
2025-07-24,OP-041,Chilled Pick,7.68,235,501,2
2025-07-24,OP-042,Ambient Pick,7.93,583,1976,3
2025-07-24,OP-044,Ambient Pick,7.39,386,836,1
2025-07-24,OP-046,Ambient Pick,7.75,585,1446,10
2025-07-25,OP-001,Bulk,7.75,371,720,1
2025-07-25,OP-002,Chilled Pick,3.0,206,491,0
2025-07-25,OP-002,Bulk,4.27,189,632,3
2025-07-25,OP-004,Ambient Pick,6.93,492,1211,0
2025-07-25,OP-005,Ambient Pick,8.4,755,1290,6
2025-07-25,OP-007,Returns,4.07,106,318,2
2025-07-25,OP-007,Chilled Pick,4.25,210,540,4
2025-07-25,OP-009,Chilled Pick,2.9,150,474,0
2025-07-25,OP-009,Ambient Pick,4.72,340,1011,3
2025-07-25,OP-012,Chilled Pick,7.35,570,1305,5
2025-07-25,OP-013,Ambient Pick,8.01,669,2012,3
2025-07-25,OP-014,Bulk,4.93,112,277,1
2025-07-25,OP-014,Ambient Pick,2.98,114,316,1
2025-07-25,OP-017,Chilled Pick,6.37,444,1204,4
2025-07-25,OP-019,Bulk,0.97,38,71,0
2025-07-25,OP-019,Ambient Pick,5.81,461,830,3
2025-07-25,OP-021,Chilled Pick,6.02,458,913,2
2025-07-25,OP-021,Bulk,1.62,82,200,0
2025-07-25,OP-022,Ambient Pick,8.29,621,2091,3
2025-07-25,OP-026,Chilled Pick,7.09,597,1966,1
2025-07-25,OP-027,Ambient Pick,6.71,457,1129,1
2025-07-25,OP-027,Chilled Pick,1.11,77,144,0
2025-07-25,OP-029,Ambient Pick,3.23,259,630,1
2025-07-25,OP-029,Bulk,3.86,191,501,0
2025-07-25,OP-031,Chilled Pick,3.97,143,356,1
2025-07-25,OP-031,Bulk,4.62,130,227,0
2025-07-25,OP-032,Chilled Pick,6.44,567,1599,3
2025-07-25,OP-032,Ambient Pick,1.78,170,563,0
2025-07-25,OP-033,Ambient Pick,8.04,747,1520,4
2025-07-25,OP-034,Ambient Pick,7.66,618,1727,2
2025-07-25,OP-035,Bulk,8.02,331,1117,1
2025-07-25,OP-036,Ambient Pick,5.53,577,1176,3
2025-07-25,OP-036,Returns,2.11,86,244,0
2025-07-25,OP-037,Ambient Pick,4.78,382,1201,1
2025-07-25,OP-037,Chilled Pick,2.09,136,256,1
2025-07-25,OP-038,Chilled Pick,5.26,252,547,2
2025-07-25,OP-038,Bulk,1.34,49,84,0
2025-07-25,OP-040,Chilled Pick,6.75,503,1682,6
2025-07-25,OP-041,Bulk,7.49,150,409,2
2025-07-25,OP-042,Bulk,1.33,63,151,0
2025-07-25,OP-042,Ambient Pick,5.83,491,932,2
2025-07-25,OP-044,Ambient Pick,2.45,131,280,0
2025-07-25,OP-044,Chilled Pick,5.11,224,474,0
2025-07-25,OP-046,Ambient Pick,8.64,621,1192,4
2025-07-25,OP-048,Bulk,6.7,259,862,0
2025-07-26,OP-004,Bulk,7.81,341,595,1
2025-07-26,OP-005,Chilled Pick,7.81,574,1524,4
2025-07-26,OP-007,Returns,6.96,202,335,2
2025-07-26,OP-009,Ambient Pick,7.7,564,1415,1
2025-07-26,OP-010,Ambient Pick,7.46,633,1045,5
2025-07-26,OP-012,Chilled Pick,8.96,677,1974,6
2025-07-26,OP-013,Bulk,7.81,351,1140,0
2025-07-26,OP-014,Chilled Pick,7.05,210,382,3
2025-07-26,OP-017,Ambient Pick,6.96,583,1325,4
2025-07-26,OP-021,Ambient Pick,7.28,669,1496,2
2025-07-26,OP-022,Ambient Pick,6.71,477,787,2
2025-07-26,OP-025,Returns,0.76,32,65,0
2025-07-26,OP-025,Ambient Pick,6.31,551,1427,3
2025-07-26,OP-026,Chilled Pick,7.45,487,1187,0
2025-07-26,OP-027,Bulk,8.01,288,658,2
2025-07-26,OP-028,Chilled Pick,7.73,515,968,2
2025-07-26,OP-031,Bulk,8.44,201,401,0
2025-07-26,OP-032,Chilled Pick,7.98,585,990,2
2025-07-26,OP-033,Chilled Pick,7.21,521,1027,2
2025-07-26,OP-034,Ambient Pick,7.16,544,1704,1
2025-07-26,OP-036,Ambient Pick,7.28,754,1487,3
2025-07-26,OP-038,Ambient Pick,7.59,461,1221,4
2025-07-26,OP-040,Ambient Pick,1.33,143,477,0
2025-07-26,OP-040,Chilled Pick,6.23,547,975,11
2025-07-26,OP-041,Chilled Pick,8.52,284,627,1
2025-07-26,OP-042,Chilled Pick,7.27,486,1534,2
2025-07-26,OP-046,Ambient Pick,8.04,591,1955,3
2025-07-26,OP-048,Bulk,7.83,296,544,1
2025-07-28,OP-001,Ambient Pick,7.29,683,1149,7
2025-07-28,OP-002,Ambient Pick,6.71,648,1972,3
2025-07-28,OP-002,Chilled Pick,0.92,74,176,1
2025-07-28,OP-004,Chilled Pick,6.76,542,1809,3
2025-07-28,OP-005,Ambient Pick,7.67,742,2412,4
2025-07-28,OP-007,Bulk,8.05,302,806,0
2025-07-28,OP-009,Chilled Pick,7.51,470,856,3
2025-07-28,OP-010,Bulk,7.58,449,735,1
2025-07-28,OP-012,Ambient Pick,7.47,843,2136,5
2025-07-28,OP-014,Bulk,7.76,226,507,3
2025-07-28,OP-017,Ambient Pick,7.57,654,1541,1
2025-07-28,OP-018,Ambient Pick,7.01,690,2071,3
2025-07-28,OP-019,Bulk,3.31,150,245,0
2025-07-28,OP-019,Ambient Pick,3.48,325,1093,3
2025-07-28,OP-020,Returns,7.87,323,678,4
2025-07-28,OP-021,Ambient Pick,6.59,705,1507,3
2025-07-28,OP-021,Returns,1.54,71,176,0
2025-07-28,OP-022,Ambient Pick,3.17,251,794,4
2025-07-28,OP-022,Bulk,4.07,165,305,1
2025-07-28,OP-025,Ambient Pick,7.17,666,1649,6
2025-07-28,OP-027,Chilled Pick,8.74,663,1814,2
2025-07-28,OP-028,Ambient Pick,1.69,157,366,2
2025-07-28,OP-028,Bulk,6.4,371,1016,3
2025-07-28,OP-029,Chilled Pick,8.13,597,1272,3
2025-07-28,OP-031,Ambient Pick,8.16,450,1213,2
2025-07-28,OP-032,Bulk,7.17,448,851,0
2025-07-28,OP-033,Bulk,7.01,424,950,4
2025-07-28,OP-034,Ambient Pick,7.44,727,2360,7
2025-07-28,OP-035,Ambient Pick,5.5,503,851,1
2025-07-28,OP-035,Chilled Pick,1.93,152,367,1
2025-07-28,OP-037,Ambient Pick,8.05,778,1938,10
2025-07-28,OP-038,Returns,8.45,270,833,3
2025-07-28,OP-040,Chilled Pick,7.74,747,1653,9
2025-07-28,OP-041,Bulk,7.95,220,568,1
2025-07-28,OP-042,Returns,7.05,330,876,3
2025-07-28,OP-044,Ambient Pick,7.58,509,872,4
2025-07-28,OP-046,Chilled Pick,3.76,230,685,3
2025-07-28,OP-046,Bulk,4.21,185,602,0
2025-07-28,OP-048,Chilled Pick,7.31,542,1080,10
2025-07-29,OP-001,Bulk,7.97,404,988,1
2025-07-29,OP-002,Ambient Pick,8.19,664,2083,1
2025-07-29,OP-004,Ambient Pick,8.02,683,2120,2
2025-07-29,OP-005,Chilled Pick,8.18,555,1445,3
2025-07-29,OP-007,Chilled Pick,7.13,362,1043,4
2025-07-29,OP-009,Ambient Pick,8.95,662,1153,4
2025-07-29,OP-010,Ambient Pick,6.83,632,1296,3
2025-07-29,OP-012,Ambient Pick,7.33,703,1523,2
2025-07-29,OP-013,Ambient Pick,4.94,389,1296,0
2025-07-29,OP-013,Chilled Pick,2.86,193,519,0
2025-07-29,OP-014,Ambient Pick,8.21,380,1267,1
2025-07-29,OP-018,Bulk,7.89,395,740,1
2025-07-29,OP-019,Returns,7.05,284,951,1
2025-07-29,OP-020,Ambient Pick,7.61,607,1725,1
2025-07-29,OP-021,Bulk,7.44,362,824,2
2025-07-29,OP-022,Bulk,7.61,308,693,0
2025-07-29,OP-025,Chilled Pick,7.66,520,939,1
2025-07-29,OP-027,Ambient Pick,7.14,557,1319,1
2025-07-29,OP-028,Returns,6.97,243,671,2
2025-07-29,OP-031,Ambient Pick,3.14,158,448,4
2025-07-29,OP-031,Chilled Pick,4.82,185,314,1
2025-07-29,OP-032,Bulk,7.46,403,1313,1
2025-07-29,OP-033,Ambient Pick,7.56,768,2103,4
2025-07-29,OP-034,Ambient Pick,7.67,519,1287,3
2025-07-29,OP-035,Bulk,6.98,308,890,2
2025-07-29,OP-036,Chilled Pick,3.55,324,612,2
2025-07-29,OP-036,Ambient Pick,2.9,325,636,1
2025-07-29,OP-037,Ambient Pick,7.9,639,1706,6
2025-07-29,OP-038,Ambient Pick,6.72,398,1243,3
2025-07-29,OP-040,Ambient Pick,7.71,821,2228,7
2025-07-29,OP-041,Ambient Pick,7.21,268,658,0
2025-07-29,OP-042,Chilled Pick,8.03,526,917,6
2025-07-29,OP-044,Chilled Pick,3.58,150,246,1
2025-07-29,OP-044,Ambient Pick,4.12,218,435,0
2025-07-29,OP-046,Chilled Pick,1.52,81,138,0
2025-07-29,OP-046,Bulk,5.56,213,410,0
2025-07-29,OP-048,Bulk,7.48,348,752,2
2025-07-30,OP-002,Chilled Pick,7.8,519,1738,3
2025-07-30,OP-004,Bulk,8.38,399,858,1
2025-07-30,OP-005,Ambient Pick,7.15,639,1546,2
2025-07-30,OP-007,Returns,3.56,101,317,0
2025-07-30,OP-007,Bulk,3.94,138,432,4
2025-07-30,OP-009,Ambient Pick,7.69,513,1420,3
2025-07-30,OP-010,Ambient Pick,7.06,619,1866,5
2025-07-30,OP-012,Bulk,7.94,350,760,1
2025-07-30,OP-014,Ambient Pick,6.56,313,789,5
2025-07-30,OP-018,Ambient Pick,7.55,679,1321,2
2025-07-30,OP-019,Returns,8.19,315,782,0
2025-07-30,OP-020,Bulk,6.95,327,685,2
2025-07-30,OP-021,Ambient Pick,7.65,693,1336,3
2025-07-30,OP-022,Chilled Pick,7.46,406,720,2
2025-07-30,OP-025,Ambient Pick,7.76,712,1253,2
2025-07-30,OP-026,Chilled Pick,5.37,385,675,0
2025-07-30,OP-026,Ambient Pick,2.79,243,698,1
2025-07-30,OP-027,Bulk,8.1,376,766,0
2025-07-30,OP-028,Bulk,1.5,60,138,0
2025-07-30,OP-028,Ambient Pick,4.88,328,882,1
2025-07-30,OP-031,Ambient Pick,7.75,397,1304,4
2025-07-30,OP-032,Chilled Pick,6.98,517,924,1
2025-07-30,OP-033,Chilled Pick,8.01,538,1521,1
2025-07-30,OP-034,Chilled Pick,6.86,453,1076,1
2025-07-30,OP-035,Bulk,7.49,364,1166,4
2025-07-30,OP-036,Ambient Pick,6.82,605,1938,0
2025-07-30,OP-037,Ambient Pick,7.42,541,991,4
2025-07-30,OP-040,Ambient Pick,3.21,317,916,6
2025-07-30,OP-040,Chilled Pick,5.74,444,1114,5
2025-07-30,OP-041,Bulk,7.12,148,416,0
2025-07-30,OP-042,Bulk,7.81,375,931,0
2025-07-30,OP-044,Ambient Pick,7.77,411,1121,1
2025-07-30,OP-046,Bulk,7.45,297,629,1
2025-07-30,OP-048,Chilled Pick,5.21,280,873,1
2025-07-30,OP-048,Bulk,2.56,117,244,1
2025-07-31,OP-001,Ambient Pick,7.59,597,1405,0
2025-07-31,OP-002,Chilled Pick,8.45,612,1199,2
2025-07-31,OP-004,Ambient Pick,8.27,720,2319,0
2025-07-31,OP-005,Bulk,4.18,204,635,2
2025-07-31,OP-005,Chilled Pick,4.25,296,544,2
2025-07-31,OP-007,Bulk,1.49,57,123,0
2025-07-31,OP-007,Ambient Pick,6.32,442,1240,5
2025-07-31,OP-009,Ambient Pick,8.59,606,1464,3
2025-07-31,OP-010,Returns,7.49,289,674,1
2025-07-31,OP-012,Chilled Pick,6.98,549,1422,8
2025-07-31,OP-013,Ambient Pick,7.72,647,1694,5
2025-07-31,OP-014,Ambient Pick,7.59,339,769,1
2025-07-31,OP-017,Ambient Pick,7.31,672,1723,3
2025-07-31,OP-018,Ambient Pick,8.01,691,1852,1
2025-07-31,OP-020,Ambient Pick,7.12,577,1533,2
2025-07-31,OP-021,Ambient Pick,5.95,514,1358,3
2025-07-31,OP-021,Chilled Pick,1.92,128,372,1
2025-07-31,OP-022,Ambient Pick,8.04,579,1873,4
2025-07-31,OP-025,Bulk,2.56,128,430,1
2025-07-31,OP-025,Returns,5.99,220,715,1
2025-07-31,OP-027,Ambient Pick,8.27,604,1134,3
2025-07-31,OP-029,Chilled Pick,7.47,461,1553,1
2025-07-31,OP-031,Ambient Pick,8.38,413,1227,3
2025-07-31,OP-032,Returns,8.97,362,687,1
2025-07-31,OP-033,Bulk,8.23,388,1180,1
2025-07-31,OP-034,Chilled Pick,3.05,173,532,2
2025-07-31,OP-034,Bulk,4.2,179,400,0
2025-07-31,OP-035,Chilled Pick,8.66,542,1044,1
2025-07-31,OP-038,Returns,8.0,223,516,2
2025-07-31,OP-040,Ambient Pick,7.07,738,2329,7
2025-07-31,OP-041,Ambient Pick,9.05,359,950,2
