po_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,expected_qty,received_qty,status
PO-003840,SUP-024,2024-08-25,2024-08-28,2024-08-28,580,543,Closed
PO-000708,SUP-003,2024-08-25,2024-09-04,2024-09-04,1919,1919,Closed
PO-001729,SUP-007,2024-08-25,2024-09-07,2024-09-07,221,221,Closed
PO-000704,SUP-003,2024-08-25,2024-09-03,2024-09-03,511,511,Closed
PO-001464,SUP-006,2024-08-25,2024-09-02,2024-09-02,427,427,Closed
PO-003330,SUP-019,2024-08-25,2024-09-07,2024-09-07,843,843,Closed
PO-003976,SUP-028,2024-08-25,2024-08-30,2024-08-30,54,54,Closed
PO-000424,SUP-002,2024-08-26,2024-08-30,2024-08-29,126,126,Closed
PO-004093,SUP-032,2024-08-26,2024-08-31,2024-09-01,117,117,Closed
PO-000033,SUP-001,2024-08-26,2024-08-28,2024-08-28,192,192,Closed
PO-000026,SUP-001,2024-08-27,2024-09-01,2024-09-01,674,674,Closed
PO-000041,SUP-001,2024-08-27,2024-09-01,2024-08-31,208,208,Closed
PO-001996,SUP-008,2024-08-27,2024-08-30,2024-08-30,440,440,Closed
PO-000713,SUP-003,2024-08-27,2024-09-04,2024-09-04,369,369,Closed
PO-004218,SUP-036,2024-08-27,2024-08-31,2024-08-31,470,443,Closed
PO-000420,SUP-002,2024-08-28,2024-08-31,2024-08-31,254,254,Closed
PO-002892,SUP-015,2024-08-28,2024-08-30,2024-08-31,141,141,Closed
PO-000705,SUP-003,2024-08-28,2024-09-06,2024-09-08,321,321,Closed
PO-002698,SUP-013,2024-08-28,2024-09-06,2024-09-06,420,420,Closed
PO-001459,SUP-006,2024-08-28,2024-09-04,2024-09-04,2581,2581,Closed
PO-001187,SUP-005,2024-08-28,2024-08-31,2024-08-30,192,192,Closed
PO-001193,SUP-005,2024-08-29,2024-09-02,2024-09-01,393,393,Closed
PO-003999,SUP-029,2024-08-29,2024-09-05,2024-09-05,907,907,Closed
PO-001192,SUP-005,2024-08-29,2024-09-01,2024-09-01,597,597,Closed
PO-001190,SUP-005,2024-08-29,2024-09-01,2024-09-01,272,272,Closed
PO-001725,SUP-007,2024-08-29,2024-09-12,2024-09-12,365,365,Closed
PO-002000,SUP-008,2024-08-30,2024-09-04,2024-09-04,712,712,Closed
PO-000040,SUP-001,2024-08-30,2024-09-04,2024-09-04,109,109,Closed
PO-003425,SUP-020,2024-08-30,2024-09-03,2024-09-03,98,69,Closed
PO-003332,SUP-019,2024-08-30,2024-09-10,2024-09-10,159,159,Closed
PO-002373,SUP-010,2024-08-30,2024-09-04,2024-09-04,123,123,Closed
PO-003627,SUP-022,2024-08-30,2024-09-07,2024-09-07,215,215,Closed
PO-002795,SUP-014,2024-08-30,2024-09-07,2024-09-07,457,457,Closed
PO-002473,SUP-011,2024-08-30,2024-09-01,2024-09-01,548,548,Closed
PO-000022,SUP-001,2024-08-30,2024-09-04,2024-09-04,117,99,Closed
PO-004346,SUP-039,2024-08-31,2024-09-05,2024-09-04,177,177,Closed
PO-000030,SUP-001,2024-08-31,2024-09-05,2024-09-05,241,183,Closed
PO-001461,SUP-006,2024-08-31,2024-09-07,2024-09-06,160,160,Closed
PO-002370,SUP-010,2024-08-31,2024-09-06,2024-09-06,897,897,Closed
PO-003515,SUP-021,2024-09-01,2024-09-11,2024-09-11,495,495,Closed
PO-003430,SUP-020,2024-09-01,2024-09-04,2024-09-04,281,281,Closed
PO-001743,SUP-007,2024-09-01,2024-09-15,2024-09-15,363,363,Closed
PO-003938,SUP-027,2024-09-01,2024-09-08,2024-09-08,92,92,Closed
PO-003941,SUP-027,2024-09-01,2024-09-08,2024-09-09,102,102,Closed
PO-000721,SUP-003,2024-09-02,2024-09-10,2024-09-10,326,326,Closed
PO-001200,SUP-005,2024-09-02,2024-09-07,2024-09-07,635,635,Closed
PO-001196,SUP-005,2024-09-02,2024-09-06,2024-09-06,182,182,Closed
PO-002703,SUP-013,2024-09-02,2024-09-09,2024-09-09,353,353,Closed
PO-004094,SUP-032,2024-09-02,2024-09-04,2024-09-04,151,151,Closed
PO-004053,SUP-031,2024-09-02,2024-09-13,2024-09-13,536,536,Closed
PO-000055,SUP-001,2024-09-02,2024-09-04,2024-09-04,284,284,Closed
PO-003744,SUP-023,2024-09-02,2024-09-06,2024-09-06,519,519,Closed
PO-001744,SUP-007,2024-09-02,2024-09-16,2024-09-15,174,174,Closed
PO-001474,SUP-006,2024-09-02,2024-09-09,2024-09-09,308,308,Closed
PO-003634,SUP-022,2024-09-03,2024-09-11,2024-09-11,213,213,Closed
PO-002701,SUP-013,2024-09-03,2024-09-11,2024-09-11,182,151,Closed
PO-002010,SUP-008,2024-09-03,2024-09-05,2024-09-06,109,109,Closed
PO-000436,SUP-002,2024-09-03,2024-09-06,2024-09-05,191,191,Closed
PO-000719,SUP-003,2024-09-03,2024-09-13,2024-09-13,216,216,Closed
PO-003018,SUP-016,2024-09-03,2024-09-09,2024-09-09,242,242,Closed
PO-001202,SUP-005,2024-09-03,2024-09-07,2024-09-07,103,103,Closed
PO-002481,SUP-011,2024-09-04,2024-09-08,2024-09-08,202,202,Closed
PO-003517,SUP-021,2024-09-04,2024-09-14,2024-09-14,116,116,Closed
PO-000047,SUP-001,2024-09-04,2024-09-06,2024-09-05,517,517,Closed
PO-001746,SUP-007,2024-09-04,2024-09-15,2024-09-15,597,597,Closed
PO-002008,SUP-008,2024-09-04,2024-09-07,2024-09-07,904,904,Closed
PO-002002,SUP-008,2024-09-04,2024-09-07,2024-09-07,226,226,Closed
PO-001734,SUP-007,2024-09-04,2024-09-15,2024-09-15,249,249,Closed
PO-002605,SUP-012,2024-09-04,2024-09-12,2024-09-12,324,324,Closed
PO-000051,SUP-001,2024-09-05,2024-09-08,2024-09-08,495,495,Closed
PO-000443,SUP-002,2024-09-05,2024-09-08,2024-09-08,228,228,Closed
PO-001475,SUP-006,2024-09-05,2024-09-13,2024-09-13,390,390,Closed
PO-001198,SUP-005,2024-09-05,2024-09-10,2024-09-10,127,127,Closed
PO-000726,SUP-003,2024-09-06,2024-09-14,2024-09-14,736,736,Closed
PO-000437,SUP-002,2024-09-06,2024-09-12,2024-09-15,761,761,Closed
PO-003882,SUP-025,2024-09-06,2024-09-16,2024-09-17,636,535,Closed
PO-002376,SUP-010,2024-09-06,2024-09-11,2024-09-11,117,117,Closed
PO-004118,SUP-033,2024-09-06,2024-09-16,2024-09-15,794,794,Closed
PO-003633,SUP-022,2024-09-06,2024-09-13,2024-09-12,950,950,Closed
PO-003017,SUP-016,2024-09-06,2024-09-15,2024-09-15,424,424,Closed
PO-000442,SUP-002,2024-09-06,2024-09-11,2024-09-10,592,592,Closed
PO-002007,SUP-008,2024-09-06,2024-09-09,2024-09-09,98,98,Closed
PO-003124,SUP-017,2024-09-07,2024-09-14,2024-09-18,728,728,Closed
PO-000054,SUP-001,2024-09-07,2024-09-12,2024-09-12,165,165,Closed
PO-000717,SUP-003,2024-09-07,2024-09-14,2024-09-13,193,193,Closed
PO-003233,SUP-018,2024-09-07,2024-09-11,2024-09-11,230,230,Closed
PO-001472,SUP-006,2024-09-07,2024-09-14,2024-09-14,402,402,Closed
PO-001741,SUP-007,2024-09-08,2024-09-21,2024-09-21,350,350,Closed
PO-004024,SUP-030,2024-09-08,2024-09-15,2024-09-15,122,122,Closed
PO-000048,SUP-001,2024-09-08,2024-09-13,2024-09-13,280,280,Closed
PO-003631,SUP-022,2024-09-08,2024-09-17,2024-09-16,337,337,Closed
PO-000728,SUP-003,2024-09-08,2024-09-17,2024-09-23,52,52,Closed
PO-002003,SUP-008,2024-09-08,2024-09-11,2024-09-11,308,308,Closed
PO-001195,SUP-005,2024-09-08,2024-09-13,2024-09-13,284,284,Closed
PO-003746,SUP-023,2024-09-08,2024-09-14,2024-09-14,944,944,Closed
PO-000715,SUP-003,2024-09-09,2024-09-18,2024-09-18,351,351,Closed
PO-002603,SUP-012,2024-09-09,2024-09-18,2024-09-18,350,350,Closed
PO-003127,SUP-017,2024-09-09,2024-09-19,2024-09-19,156,156,Closed
PO-002012,SUP-008,2024-09-09,2024-09-14,2024-09-13,396,396,Closed
PO-000046,SUP-001,2024-09-09,2024-09-11,2024-09-11,124,124,Closed
PO-002279,SUP-009,2024-09-10,2024-09-19,2024-09-19,426,426,Closed
PO-000730,SUP-003,2024-09-10,2024-09-19,2024-09-19,72,72,Closed
PO-003234,SUP-018,2024-09-10,2024-09-14,2024-09-14,1114,1114,Closed
PO-003514,SUP-021,2024-09-11,2024-09-20,2024-09-20,227,227,Closed
PO-004023,SUP-030,2024-09-11,2024-09-17,2024-09-17,582,582,Closed
PO-002277,SUP-009,2024-09-11,2024-09-20,2024-09-20,303,303,Closed
PO-002702,SUP-013,2024-09-11,2024-09-20,2024-09-20,104,104,Closed
PO-003335,SUP-019,2024-09-11,2024-09-25,2024-09-25,113,113,Closed
PO-003628,SUP-022,2024-09-11,2024-09-19,2024-09-19,552,552,Closed
PO-004219,SUP-036,2024-09-11,2024-09-14,2024-09-14,254,254,Closed
PO-002797,SUP-014,2024-09-11,2024-09-21,2024-09-21,683,683,Closed
PO-003632,SUP-022,2024-09-11,2024-09-17,2024-09-17,257,257,Closed
PO-001199,SUP-005,2024-09-11,2024-09-14,2024-09-14,78,78,Closed
PO-001737,SUP-007,2024-09-12,2024-09-25,2024-09-25,375,375,Closed
PO-003942,SUP-027,2024-09-12,2024-09-22,2024-09-21,135,135,Closed
PO-004304,SUP-038,2024-09-13,2024-09-25,2024-09-25,338,263,Closed
PO-002896,SUP-015,2024-09-13,2024-09-15,2024-09-15,116,103,Closed
PO-000729,SUP-003,2024-09-13,2024-09-21,2024-09-20,409,409,Closed
PO-001731,SUP-007,2024-09-13,2024-09-24,2024-09-24,184,184,Closed
PO-000434,SUP-002,2024-09-13,2024-09-17,2024-09-17,50,50,Closed
PO-000955,SUP-004,2024-09-13,2024-09-20,2024-09-20,157,157,Closed
PO-000723,SUP-003,2024-09-14,2024-09-24,2024-09-24,219,219,Closed
PO-000043,SUP-001,2024-09-14,2024-09-16,2024-09-17,183,183,Closed
PO-003842,SUP-024,2024-09-14,2024-09-17,2024-09-16,180,180,Closed
PO-003336,SUP-019,2024-09-14,2024-09-26,2024-09-26,393,393,Closed
PO-000052,SUP-001,2024-09-14,2024-09-17,2024-09-17,671,671,Closed
PO-003844,SUP-024,2024-09-15,2024-09-20,2024-09-20,956,884,Closed
PO-000720,SUP-003,2024-09-15,2024-09-24,2024-09-24,43,43,Closed
PO-002275,SUP-009,2024-09-15,2024-09-22,2024-09-22,796,796,Closed
PO-003630,SUP-022,2024-09-15,2024-09-23,2024-09-23,195,188,Closed
PO-000440,SUP-002,2024-09-15,2024-09-21,2024-09-21,300,300,Closed
PO-000956,SUP-004,2024-09-15,2024-09-24,2024-09-24,351,351,Closed
PO-000957,SUP-004,2024-09-16,2024-09-23,2024-09-23,133,133,Closed
PO-002013,SUP-008,2024-09-16,2024-09-20,2024-09-20,514,514,Closed
PO-001730,SUP-007,2024-09-16,2024-09-27,2024-09-27,90,90,Closed
PO-003940,SUP-027,2024-09-16,2024-09-24,2024-09-24,405,405,Closed
PO-000439,SUP-002,2024-09-16,2024-09-19,2024-09-19,417,417,Closed
PO-002798,SUP-014,2024-09-16,2024-09-25,2024-09-25,262,262,Closed
PO-000718,SUP-003,2024-09-16,2024-09-26,2024-09-26,239,239,Closed
PO-000044,SUP-001,2024-09-16,2024-09-20,2024-09-20,280,280,Closed
PO-004095,SUP-032,2024-09-16,2024-09-18,2024-09-18,268,268,Closed
PO-002004,SUP-008,2024-09-17,2024-09-22,2024-09-22,382,382,Closed
PO-002278,SUP-009,2024-09-17,2024-09-24,2024-09-24,103,103,Closed
PO-001745,SUP-007,2024-09-17,2024-09-30,2024-09-30,220,220,Closed
PO-002009,SUP-008,2024-09-18,2024-09-21,2024-09-21,735,735,Closed
PO-002894,SUP-015,2024-09-18,2024-09-21,2024-09-21,362,362,Closed
PO-002006,SUP-008,2024-09-18,2024-09-20,2024-09-20,695,543,Closed
PO-003843,SUP-024,2024-09-19,2024-09-24,2024-09-23,326,326,Closed
PO-004096,SUP-032,2024-09-19,2024-09-23,2024-09-23,316,316,Closed
PO-002015,SUP-008,2024-09-19,2024-09-21,2024-09-21,239,239,Closed
PO-003518,SUP-021,2024-09-20,2024-09-30,2024-10-01,736,736,Closed
PO-002014,SUP-008,2024-09-20,2024-09-23,2024-09-23,548,548,Closed
PO-003126,SUP-017,2024-09-20,2024-09-27,2024-09-27,167,167,Closed
PO-003516,SUP-021,2024-09-20,2024-09-27,2024-09-27,498,471,Closed
PO-002477,SUP-011,2024-09-20,2024-09-22,2024-09-22,158,158,Closed
PO-003629,SUP-022,2024-09-20,2024-09-29,2024-09-29,231,231,Closed
PO-001738,SUP-007,2024-09-20,2024-10-02,2024-10-01,410,410,Closed
PO-002699,SUP-013,2024-09-20,2024-09-29,2024-09-29,178,178,Closed
PO-003978,SUP-028,2024-09-21,2024-09-24,2024-09-24,347,347,Closed
PO-002602,SUP-012,2024-09-21,2024-09-28,2024-09-28,181,181,Closed
PO-003743,SUP-023,2024-09-21,2024-09-26,2024-09-26,146,146,Closed
PO-003519,SUP-021,2024-09-21,2024-10-01,2024-10-01,169,169,Closed
PO-003939,SUP-027,2024-09-22,2024-09-30,2024-09-29,257,238,Closed
PO-003432,SUP-020,2024-09-22,2024-09-27,2024-09-27,165,165,Closed
PO-002276,SUP-009,2024-09-22,2024-10-02,2024-10-01,392,392,Closed
PO-001478,SUP-006,2024-09-22,2024-09-29,2024-09-29,185,185,Closed
PO-002895,SUP-015,2024-09-22,2024-09-26,2024-09-26,111,111,Closed
PO-004382,SUP-040,2024-09-22,2024-09-28,2024-10-05,110,110,Closed
PO-001739,SUP-007,2024-09-22,2024-10-05,2024-10-05,422,422,Closed
PO-000722,SUP-003,2024-09-23,2024-10-02,2024-10-02,201,201,Closed
PO-000732,SUP-003,2024-09-23,2024-10-02,2024-10-02,125,125,Closed
PO-002374,SUP-010,2024-09-23,2024-09-28,2024-09-28,207,207,Closed
PO-000433,SUP-002,2024-09-23,2024-09-27,2024-09-27,223,223,Closed
PO-000049,SUP-001,2024-09-23,2024-09-25,2024-09-25,757,757,Closed
PO-001197,SUP-005,2024-09-23,2024-09-27,2024-09-27,537,537,Closed
PO-000727,SUP-003,2024-09-23,2024-10-03,2024-10-03,240,240,Closed
PO-001740,SUP-007,2024-09-23,2024-10-04,2024-10-04,133,133,Closed
PO-001742,SUP-007,2024-09-24,2024-10-05,2024-10-05,286,286,Closed
PO-001473,SUP-006,2024-09-24,2024-10-01,2024-10-01,491,491,Closed
PO-002897,SUP-015,2024-09-24,2024-09-28,2024-09-28,283,283,Closed
PO-001733,SUP-007,2024-09-24,2024-10-05,2024-10-05,151,151,Closed
PO-000045,SUP-001,2024-09-24,2024-09-29,2024-09-30,813,813,Closed
PO-000050,SUP-001,2024-09-24,2024-09-27,2024-09-27,208,208,Closed
PO-000435,SUP-002,2024-09-25,2024-10-01,2024-10-01,544,544,Closed
PO-003520,SUP-021,2024-09-25,2024-10-02,2024-10-02,537,537,Closed
PO-003125,SUP-017,2024-09-25,2024-10-04,2024-10-04,624,624,Closed
PO-002799,SUP-014,2024-09-25,2024-10-05,2024-10-05,284,284,Closed
PO-001477,SUP-006,2024-09-25,2024-10-04,2024-10-04,398,398,Closed
PO-000724,SUP-003,2024-09-25,2024-10-05,2024-10-05,214,214,Closed
PO-003128,SUP-017,2024-09-25,2024-10-04,2024-10-04,1343,1343,Closed
PO-003337,SUP-019,2024-09-26,2024-10-09,2024-10-09,527,527,Closed
PO-000958,SUP-004,2024-09-26,2024-10-04,2024-10-03,299,299,Closed
PO-000053,SUP-001,2024-09-26,2024-09-29,2024-09-29,916,916,Closed
PO-003431,SUP-020,2024-09-26,2024-09-30,2024-09-30,151,151,Closed
PO-002480,SUP-011,2024-09-26,2024-09-30,2024-09-29,494,494,Closed
PO-000438,SUP-002,2024-09-26,2024-09-30,2024-10-03,239,239,Closed
PO-000716,SUP-003,2024-09-26,2024-10-03,2024-10-02,115,115,Closed
PO-000444,SUP-002,2024-09-26,2024-09-29,2024-09-29,384,384,Closed
PO-000445,SUP-002,2024-09-26,2024-10-01,2024-10-01,470,470,Closed
PO-002700,SUP-013,2024-09-26,2024-10-02,2024-10-02,328,328,Closed
PO-000441,SUP-002,2024-09-27,2024-10-01,2024-10-01,134,134,Closed
PO-002482,SUP-011,2024-09-27,2024-10-02,2024-10-02,455,455,Closed
PO-001736,SUP-007,2024-09-27,2024-10-10,2024-10-09,257,257,Closed
PO-000731,SUP-003,2024-09-27,2024-10-07,2024-10-07,115,115,Closed
PO-002011,SUP-008,2024-09-28,2024-10-03,2024-10-03,556,556,Closed
PO-000725,SUP-003,2024-09-28,2024-10-07,2024-10-07,123,123,Closed
PO-001201,SUP-005,2024-09-28,2024-10-04,2024-10-04,1057,1057,Closed
PO-001732,SUP-007,2024-09-28,2024-10-11,2024-10-11,261,261,Closed
PO-002604,SUP-012,2024-09-28,2024-10-07,2024-10-07,661,661,Closed
PO-002375,SUP-010,2024-09-29,2024-10-05,2024-10-04,170,170,Closed
PO-004190,SUP-035,2024-09-29,2024-10-07,2024-10-06,558,518,Closed
PO-003747,SUP-023,2024-09-29,2024-10-05,2024-10-05,575,575,Closed
PO-001735,SUP-007,2024-09-30,2024-10-12,2024-10-12,519,519,Closed
PO-002005,SUP-008,2024-09-30,2024-10-04,2024-10-04,283,283,Closed
PO-004348,SUP-039,2024-09-30,2024-10-04,2024-10-04,102,102,Closed
PO-002478,SUP-011,2024-09-30,2024-10-04,2024-10-04,206,206,Closed
PO-002479,SUP-011,2024-09-30,2024-10-03,2024-10-03,1100,1100,Closed
PO-003745,SUP-023,2024-09-30,2024-10-06,2024-10-05,836,836,Closed
PO-003977,SUP-028,2024-09-30,2024-10-04,2024-10-08,1177,1177,Closed
PO-001476,SUP-006,2024-09-30,2024-10-09,2024-10-09,138,138,Closed
PO-000059,SUP-001,2024-10-01,2024-10-05,2024-10-05,284,284,Closed
PO-003750,SUP-023,2024-10-01,2024-10-04,2024-10-04,141,141,Closed
PO-000452,SUP-002,2024-10-01,2024-10-06,2024-10-06,160,160,Closed
PO-004256,SUP-037,2024-10-01,2024-10-04,2024-10-04,99,99,Closed
PO-004258,SUP-037,2024-10-01,2024-10-04,2024-10-04,216,207,Closed
PO-000959,SUP-004,2024-10-01,2024-10-09,2024-10-09,284,250,Closed
PO-003241,SUP-018,2024-10-01,2024-10-06,2024-10-06,541,541,Closed
PO-003131,SUP-017,2024-10-01,2024-10-11,2024-10-13,2466,2466,Closed
PO-002380,SUP-010,2024-10-02,2024-10-08,2024-10-08,216,216,Closed
PO-002902,SUP-015,2024-10-02,2024-10-07,2024-10-07,715,534,Closed
PO-004120,SUP-033,2024-10-02,2024-10-09,2024-10-09,286,286,Closed
PO-004156,SUP-034,2024-10-03,2024-10-09,2024-10-09,1197,1197,Closed
PO-003638,SUP-022,2024-10-03,2024-10-09,2024-10-09,329,329,Closed
PO-002485,SUP-011,2024-10-04,2024-10-06,2024-10-07,186,186,Closed
PO-000962,SUP-004,2024-10-04,2024-10-13,2024-10-13,643,643,Closed
PO-003752,SUP-023,2024-10-04,2024-10-08,2024-10-08,380,380,Closed
PO-001488,SUP-006,2024-10-04,2024-10-12,2024-10-15,821,821,Closed
PO-002027,SUP-008,2024-10-04,2024-10-09,2024-10-09,309,309,Closed
PO-002034,SUP-008,2024-10-04,2024-10-09,2024-10-09,179,150,Closed
PO-002023,SUP-008,2024-10-05,2024-10-08,2024-10-08,226,226,Closed
PO-002705,SUP-013,2024-10-05,2024-10-12,2024-10-12,125,125,Closed
PO-004191,SUP-035,2024-10-05,2024-10-13,2024-10-13,146,146,Closed
PO-003635,SUP-022,2024-10-05,2024-10-13,2024-10-13,425,425,Closed
PO-003022,SUP-016,2024-10-05,2024-10-13,2024-10-13,518,518,Closed
PO-002016,SUP-008,2024-10-06,2024-10-08,2024-10-08,298,298,Closed
PO-002018,SUP-008,2024-10-06,2024-10-10,2024-10-09,679,679,Closed
PO-002800,SUP-014,2024-10-06,2024-10-13,2024-10-12,533,533,Closed
PO-002898,SUP-015,2024-10-06,2024-10-11,2024-10-11,385,385,Closed
PO-000446,SUP-002,2024-10-06,2024-10-12,2024-10-12,593,593,Closed
PO-001205,SUP-005,2024-10-06,2024-10-10,2024-10-10,104,104,Closed
PO-002280,SUP-009,2024-10-07,2024-10-14,2024-10-14,281,281,Closed
PO-001208,SUP-005,2024-10-07,2024-10-13,2024-10-13,1152,1152,Closed
PO-002030,SUP-008,2024-10-07,2024-10-11,2024-10-11,303,220,Closed
PO-003883,SUP-025,2024-10-07,2024-10-15,2024-10-16,240,240,Closed
PO-004350,SUP-039,2024-10-07,2024-10-10,2024-10-10,946,946,Closed
PO-001485,SUP-006,2024-10-07,2024-10-14,2024-10-14,355,355,Closed
PO-000963,SUP-004,2024-10-07,2024-10-15,2024-10-15,167,167,Closed
PO-002032,SUP-008,2024-10-07,2024-10-09,2024-10-08,483,483,Closed
PO-000738,SUP-003,2024-10-07,2024-10-14,2024-10-14,103,103,Closed
PO-004155,SUP-034,2024-10-07,2024-10-12,2024-10-12,137,137,Closed
PO-004220,SUP-036,2024-10-08,2024-10-12,2024-10-12,247,247,Closed
PO-003130,SUP-017,2024-10-08,2024-10-18,2024-10-18,225,225,Closed
PO-004055,SUP-031,2024-10-08,2024-10-19,2024-10-19,388,388,Closed
PO-003433,SUP-020,2024-10-08,2024-10-10,2024-10-10,173,173,Closed
PO-004098,SUP-032,2024-10-08,2024-10-10,2024-10-10,332,332,Closed
PO-003239,SUP-018,2024-10-09,2024-10-12,2024-10-12,208,208,Closed
PO-003238,SUP-018,2024-10-09,2024-10-13,2024-10-13,103,103,Closed
PO-003523,SUP-021,2024-10-09,2024-10-16,2024-10-21,522,522,Closed
PO-002033,SUP-008,2024-10-09,2024-10-13,2024-10-13,334,334,Closed
PO-002483,SUP-011,2024-10-09,2024-10-12,2024-10-12,489,489,Closed
PO-002017,SUP-008,2024-10-10,2024-10-14,2024-10-14,242,189,Closed
PO-000961,SUP-004,2024-10-10,2024-10-18,2024-10-18,635,635,Closed
PO-000734,SUP-003,2024-10-11,2024-10-18,2024-10-18,123,123,Closed
PO-000449,SUP-002,2024-10-11,2024-10-16,2024-10-16,165,165,Closed
PO-000454,SUP-002,2024-10-11,2024-10-14,2024-10-14,1181,1181,Closed
PO-001484,SUP-006,2024-10-11,2024-10-21,2024-10-21,244,244,Closed
PO-003527,SUP-021,2024-10-11,2024-10-21,2024-10-21,192,192,Closed
PO-000960,SUP-004,2024-10-11,2024-10-17,2024-10-16,219,219,Closed
PO-000733,SUP-003,2024-10-11,2024-10-19,2024-10-19,191,191,Closed
PO-001749,SUP-007,2024-10-11,2024-10-24,2024-10-24,145,145,Closed
PO-002378,SUP-010,2024-10-12,2024-10-16,2024-10-16,235,235,Closed
PO-000447,SUP-002,2024-10-12,2024-10-18,2024-10-18,335,335,Closed
PO-000964,SUP-004,2024-10-12,2024-10-18,2024-10-19,674,674,Closed
PO-002028,SUP-008,2024-10-12,2024-10-17,2024-10-17,2412,2412,Closed
PO-000737,SUP-003,2024-10-12,2024-10-19,2024-10-19,100,100,Closed
PO-003524,SUP-021,2024-10-12,2024-10-22,2024-10-21,219,219,Closed
PO-002486,SUP-011,2024-10-12,2024-10-15,2024-10-15,635,635,Closed
PO-003021,SUP-016,2024-10-13,2024-10-22,2024-10-21,373,373,Closed
PO-001748,SUP-007,2024-10-13,2024-10-27,2024-10-27,84,84,Closed
PO-004383,SUP-040,2024-10-13,2024-10-21,2024-10-21,593,593,Closed
PO-002024,SUP-008,2024-10-13,2024-10-17,2024-10-16,434,434,Closed
PO-000057,SUP-001,2024-10-13,2024-10-17,2024-10-17,133,133,Closed
PO-001482,SUP-006,2024-10-13,2024-10-23,2024-10-23,614,614,Closed
PO-004119,SUP-033,2024-10-13,2024-10-21,2024-10-21,110,110,Closed
PO-001486,SUP-006,2024-10-13,2024-10-20,2024-10-20,136,136,Closed
PO-001481,SUP-006,2024-10-13,2024-10-23,2024-10-23,210,210,Closed
PO-001487,SUP-006,2024-10-13,2024-10-23,2024-10-23,130,130,Closed
PO-003639,SUP-022,2024-10-14,2024-10-23,2024-10-23,66,66,Closed
PO-004025,SUP-030,2024-10-14,2024-10-22,2024-10-25,143,143,Closed
PO-001490,SUP-006,2024-10-14,2024-10-21,2024-10-21,398,398,Closed
PO-003749,SUP-023,2024-10-14,2024-10-19,2024-10-19,105,105,Closed
PO-002021,SUP-008,2024-10-14,2024-10-18,2024-10-18,580,580,Closed
PO-002900,SUP-015,2024-10-14,2024-10-17,2024-10-17,428,428,Closed
PO-003748,SUP-023,2024-10-15,2024-10-20,2024-10-20,263,263,Closed
PO-001203,SUP-005,2024-10-15,2024-10-18,2024-10-18,199,199,Closed
PO-002379,SUP-010,2024-10-15,2024-10-18,2024-10-18,1411,1411,Closed
PO-004097,SUP-032,2024-10-15,2024-10-18,2024-10-18,305,305,Closed
PO-001492,SUP-006,2024-10-15,2024-10-22,2024-10-22,159,159,Closed
PO-001754,SUP-007,2024-10-15,2024-10-26,2024-10-26,40,40,Closed
PO-003435,SUP-020,2024-10-16,2024-10-18,2024-10-18,143,143,Closed
PO-004221,SUP-036,2024-10-16,2024-10-20,2024-10-20,254,254,Closed
PO-004154,SUP-034,2024-10-16,2024-10-22,2024-10-22,148,148,Closed
PO-001480,SUP-006,2024-10-16,2024-10-25,2024-10-26,123,123,Closed
PO-000063,SUP-001,2024-10-17,2024-10-20,2024-10-20,544,544,Closed
PO-002022,SUP-008,2024-10-17,2024-10-22,2024-10-22,495,495,Closed
PO-002377,SUP-010,2024-10-17,2024-10-23,2024-10-22,360,360,Closed
PO-001755,SUP-007,2024-10-17,2024-10-28,2024-10-28,627,627,Closed
PO-001206,SUP-005,2024-10-17,2024-10-23,2024-10-22,418,418,Closed
PO-000060,SUP-001,2024-10-17,2024-10-20,2024-10-20,408,408,Closed
PO-003236,SUP-018,2024-10-17,2024-10-22,2024-10-22,1026,1026,Closed
PO-001204,SUP-005,2024-10-18,2024-10-21,2024-10-20,227,227,Closed
PO-004349,SUP-039,2024-10-18,2024-10-22,2024-10-22,241,241,Closed
PO-001479,SUP-006,2024-10-18,2024-10-28,2024-10-27,258,258,Closed
PO-001489,SUP-006,2024-10-18,2024-10-27,2024-10-27,605,605,Closed
PO-002801,SUP-014,2024-10-18,2024-10-25,2024-10-25,232,232,Closed
PO-002901,SUP-015,2024-10-18,2024-10-23,2024-10-24,327,263,Closed
PO-000966,SUP-004,2024-10-18,2024-10-25,2024-10-24,226,226,Closed
PO-000065,SUP-001,2024-10-19,2024-10-22,2024-10-22,492,492,Closed
PO-003526,SUP-021,2024-10-19,2024-10-27,2024-10-27,274,274,Closed
PO-000056,SUP-001,2024-10-19,2024-10-21,2024-10-21,119,119,Closed
PO-002706,SUP-013,2024-10-19,2024-10-26,2024-10-25,696,696,Closed
PO-001750,SUP-007,2024-10-20,2024-11-02,2024-11-02,184,184,Closed
PO-000735,SUP-003,2024-10-20,2024-10-30,2024-10-30,723,723,Closed
PO-000736,SUP-003,2024-10-20,2024-10-27,2024-10-27,136,136,Closed
PO-002026,SUP-008,2024-10-20,2024-10-25,2024-10-25,848,848,Closed
PO-003845,SUP-024,2024-10-20,2024-10-24,2024-10-24,251,218,Closed
PO-003434,SUP-020,2024-10-20,2024-10-22,2024-10-22,524,524,Closed
PO-003751,SUP-023,2024-10-20,2024-10-24,2024-10-24,337,337,Closed
PO-002802,SUP-014,2024-10-21,2024-10-28,2024-10-28,228,161,Closed
